USPS,ST,NAME,ZCTA5,LAT,LON
New South Wales,NSW,Ghoolendaadi,2380,-30.93432,149.91263
New South Wales,NSW,Gunnedah,2380,-31.00269,150.22115
New South Wales,NSW,Keepit,2340,-30.85442,150.51491
New South Wales,NSW,Kelvin,2380,-30.83153,150.39239
New South Wales,NSW,Marys Mount,2380,-30.97677,150.01504
New South Wales,NSW,Milroy (Gunnedah - NSW),2380,-31.1345,150.05482
New South Wales,NSW,Milroy (Gunnedah - NSW),2850,-32.59434,149.62312
New South Wales,NSW,Mullaley,2379,-31.15792,149.9051
New South Wales,NSW,Orange Grove (NSW),2380,-30.93302,150.4193
New South Wales,NSW,Piallaway,2342,-31.1219,150.52097
New South Wales,NSW,Premer,2381,-31.47801,149.91956
New South Wales,NSW,Rangari,2380,-30.67318,150.42325
New South Wales,NSW,Spring Ridge,2343,-31.39203,150.22971
New South Wales,NSW,Tambar Springs,2381,-31.34002,149.88741
New South Wales,NSW,Wean,2382,-30.71593,150.26907
New South Wales,NSW,Willala,2382,-30.8454,149.83633
New South Wales,NSW,Back Creek (Gwydir - NSW),2671,-33.84678,147.45639
New South Wales,NSW,Back Creek (Gwydir - NSW),2422,-31.9623,152.04938
New South Wales,NSW,Back Creek (Gwydir - NSW),2390,-30.10689,150.27122
New South Wales,NSW,Back Creek (Gwydir - NSW),2622,-35.34612,149.94415
New South Wales,NSW,Back Creek (Gwydir - NSW),2372,-28.95703,151.70533
New South Wales,NSW,Back Creek (Gwydir - NSW),2484,-28.41034,153.17285
New South Wales,NSW,Balfours Peak,2403,-29.4642,150.77674
New South Wales,NSW,Bangheet,2404,-29.83603,150.42303
New South Wales,NSW,Barraba,2347,-30.38628,150.5729
New South Wales,NSW,Bingara,2404,-29.82476,150.57123
New South Wales,NSW,Blue Nobby,2408,-29.07962,150.64735
New South Wales,NSW,Boonal,2409,-28.75948,150.54044
New South Wales,NSW,Bundarra,2359,-30.09661,151.05996
New South Wales,NSW,Cobbadah,2347,-30.19995,150.56309
New South Wales,NSW,Coolatai,2402,-29.20431,150.73855
New South Wales,NSW,Copeton,2360,-29.90594,150.92619
New South Wales,NSW,Crooble,2400,-29.29121,150.27763
New South Wales,NSW,Croppa Creek,2411,-29.10538,150.30888
New South Wales,NSW,Delungra,2403,-29.6349,150.77077
New South Wales,NSW,Dinoga,2404,-30.00344,150.58537
New South Wales,NSW,Elcombe,2404,-29.8796,150.34328
New South Wales,NSW,Gineroi,2404,-29.71652,150.48773
New South Wales,NSW,Graman,2360,-29.44199,150.88804
New South Wales,NSW,Gravesend,2401,-29.65354,150.34107
New South Wales,NSW,Gulf Creek,2347,-30.1754,150.74182
New South Wales,NSW,Gundamulda,2347,-30.25346,150.72665
New South Wales,NSW,Keera,2404,-30.02856,150.76285
New South Wales,NSW,North Star,2408,-28.91078,150.42075
New South Wales,NSW,Pallal,2404,-29.98177,150.43294
New South Wales,NSW,Pallamallawa,2399,-29.38528,150.19104
New South Wales,NSW,Rocky Creek (Gwydir - NSW),2390,-30.0506,150.19784
New South Wales,NSW,Rocky Creek (Gwydir - NSW),2371,-29.27137,151.34054
New South Wales,NSW,Tulloona,2400,-28.8959,150.07804
New South Wales,NSW,Upper Bingara,2404,-30.07315,150.66093
New South Wales,NSW,Upper Horton,2347,-30.17801,150.33282
New South Wales,NSW,Warialda,2402,-29.39949,150.52265
New South Wales,NSW,Warialda Rail,2402,-29.6373,150.52186
New South Wales,NSW,Whitlow,2404,-29.88622,150.74087
New South Wales,NSW,Yallaroi,2408,-29.15506,150.53832
New South Wales,NSW,Agnes Banks,2753,-33.61656,150.6991
New South Wales,NSW,Berambing,2758,-33.53268,150.44882
New South Wales,NSW,Bilpin,2758,-33.44494,150.55514
New South Wales,NSW,Blaxlands Ridge,2758,-33.47062,150.79739
New South Wales,NSW,Bligh Park,2756,-33.63844,150.80041
New South Wales,NSW,Bowen Mountain,2753,-33.57877,150.6227
New South Wales,NSW,Cattai,2756,-33.54239,150.91777
New South Wales,NSW,Central Colo,2756,-33.4227,150.77606
New South Wales,NSW,Central Macdonald,2775,-33.33581,150.97324
New South Wales,NSW,Clarendon (NSW),2756,-33.61341,150.7896
New South Wales,NSW,Colo (Hawkesbury - NSW),2795,-33.77583,149.26472
New South Wales,NSW,Colo (Hawkesbury - NSW),2756,-33.41666,150.80587
New South Wales,NSW,Colo Heights,2756,-33.29001,150.69933
New South Wales,NSW,Cornwallis,2756,-33.58698,150.79731
New South Wales,NSW,Cumberland Reach,2756,-33.46312,150.89448
New South Wales,NSW,East Kurrajong,2758,-33.50486,150.78003
New South Wales,NSW,Ebenezer (NSW),2756,-33.51676,150.8887
New South Wales,NSW,Fernances,2775,-33.19388,151.01127
New South Wales,NSW,Freemans Reach,2756,-33.5695,150.79358
New South Wales,NSW,Glossodia,2756,-33.53144,150.78782
New South Wales,NSW,Grose Vale,2753,-33.58708,150.66056
New South Wales,NSW,Grose Wold,2753,-33.60019,150.67649
New South Wales,NSW,Higher Macdonald,2775,-33.17123,150.90042
New South Wales,NSW,Hobartville (NSW),2753,-33.6049,150.74286
New South Wales,NSW,Kurmond,2757,-33.54939,150.70123
New South Wales,NSW,Kurrajong,2758,-33.51212,150.70091
New South Wales,NSW,Kurrajong Heights,2758,-33.51924,150.60872
New South Wales,NSW,Kurrajong Hills,2758,-33.5264,150.65598
New South Wales,NSW,Leets Vale,2775,-33.42434,150.9491
New South Wales,NSW,Lower Macdonald,2775,-33.35967,150.97021
New South Wales,NSW,Lower Portland,2756,-33.44193,150.88137
New South Wales,NSW,Maraylya,2765,-33.59439,150.91597
New South Wales,NSW,McGraths Hill,2756,-33.61305,150.84178
New South Wales,NSW,Mellong,2756,-33.09912,150.73538
New South Wales,NSW,Mountain Lagoon,2758,-33.43655,150.61913
New South Wales,NSW,Mulgrave (NSW),2756,-33.62459,150.83173
New South Wales,NSW,North Richmond,2754,-33.56711,150.72199
New South Wales,NSW,Oakville,2765,-33.62342,150.87753
New South Wales,NSW,Pitt Town,2756,-33.58415,150.8703
New South Wales,NSW,Pitt Town Bottoms,2756,-33.58642,150.8459
New South Wales,NSW,Putty,2330,-32.88572,150.68398
New South Wales,NSW,Richmond (NSW),2753,-33.60517,150.75869
New South Wales,NSW,Richmond Lowlands,2753,-33.58118,150.75185
New South Wales,NSW,Sackville,2756,-33.4924,150.87648
New South Wales,NSW,Scheyville,2756,-33.60339,150.89211
New South Wales,NSW,South Windsor,2756,-33.63042,150.79928
New South Wales,NSW,St Albans (NSW),2775,-33.25698,151.0131
New South Wales,NSW,Tennyson (NSW),2754,-33.53448,150.74079
New South Wales,NSW,The Slopes,2754,-33.53304,150.70612
New South Wales,NSW,Upper Colo,2756,-33.41495,150.71649
New South Wales,NSW,Upper Macdonald,2775,-33.25468,150.9118
New South Wales,NSW,Vineyard,2765,-33.64161,150.85208
New South Wales,NSW,Webbs Creek,2775,-33.34096,150.91606
New South Wales,NSW,Wheeny Creek,2758,-33.45694,150.72163
New South Wales,NSW,Wilberforce (NSW),2756,-33.55262,150.85304
New South Wales,NSW,Windsor (NSW),2756,-33.61162,150.82113
New South Wales,NSW,Windsor Downs,2756,-33.65859,150.80821
New South Wales,NSW,Wisemans Ferry,2775,-33.39544,150.98047
New South Wales,NSW,Wrights Creek (NSW),2775,-33.29243,151.03877
New South Wales,NSW,Yarramundi,2753,-33.64755,150.65129
New South Wales,NSW,Booligal,2711,-33.7322,144.68326
New South Wales,NSW,Hay (NSW),2711,-34.37832,144.83833
New South Wales,NSW,Hay South,2711,-34.65671,144.78849
New South Wales,NSW,Maude (NSW),2711,-34.49371,144.20611
New South Wales,NSW,One Tree,2711,-34.16585,144.81476
New South Wales,NSW,Barwang,2594,-34.44765,148.46803
New South Wales,NSW,Beggan Beggan,2587,-34.65588,148.2917
New South Wales,NSW,Bendick Murrell,2803,-34.18666,148.44808
New South Wales,NSW,Berremangra,2582,-34.79534,148.4836
New South Wales,NSW,Berthong,2594,-34.38949,148.10716
New South Wales,NSW,Boorowa,2586,-34.36158,148.74651
New South Wales,NSW,Bribbaree,2594,-34.11052,147.89352
New South Wales,NSW,Bulla Creek,2594,-34.12482,148.26136
New South Wales,NSW,Burrangong,2594,-34.28941,148.25131
New South Wales,NSW,Crowther,2803,-34.12511,148.54515
New South Wales,NSW,Cunningar,2587,-34.56549,148.4101
New South Wales,NSW,Frogmore,2586,-34.24284,148.87683
New South Wales,NSW,Galong,2585,-34.63862,148.57028
New South Wales,NSW,Godfreys Creek,2586,-34.19685,148.71591
New South Wales,NSW,Harden,2587,-34.54657,148.3679
New South Wales,NSW,Hovells Creek,2794,-34.05814,148.86365
New South Wales,NSW,Jugiong,2726,-34.79457,148.33847
New South Wales,NSW,Kikiamah,2594,-34.09591,148.13615
New South Wales,NSW,Kingsvale,2587,-34.44817,148.33787
New South Wales,NSW,Koorawatha,2807,-34.01181,148.60019
New South Wales,NSW,Maimuru,2594,-34.23297,148.18577
New South Wales,NSW,McMahons Reef,2587,-34.70423,148.41381
New South Wales,NSW,Memagong,2594,-34.30339,148.12842
New South Wales,NSW,Milvale,2594,-34.33051,147.90669
New South Wales,NSW,Monteagle,2594,-34.16087,148.35319
New South Wales,NSW,Morangarell,2666,-34.17389,147.7163
New South Wales,NSW,Mount Collins,2794,-34.02507,148.78345
New South Wales,NSW,Murringo,2586,-34.29975,148.55386
New South Wales,NSW,Murrumburrah,2587,-34.54363,148.32717
New South Wales,NSW,Nubba,2587,-34.50487,148.23522
New South Wales,NSW,Reids Flat,2586,-34.12631,148.99069
New South Wales,NSW,Rugby,2583,-34.39496,149.01415
New South Wales,NSW,Rye Park,2586,-34.53479,148.91915
New South Wales,NSW,Taylors Flat,2586,-34.2759,149.01768
New South Wales,NSW,Thuddungra,2594,-34.16905,148.13701
New South Wales,NSW,Tubbul,2594,-34.24211,147.95943
New South Wales,NSW,Weedallion,2594,-34.19956,147.89285
New South Wales,NSW,Wirrimah,2803,-34.11095,148.42142
New South Wales,NSW,Wombat,2587,-34.43619,148.22921
New South Wales,NSW,Wyangala,2808,-33.98038,148.94794
New South Wales,NSW,Young,2594,-34.29908,148.3363
New South Wales,NSW,Arcadia (NSW),2159,-33.60681,151.06974
New South Wales,NSW,Asquith,2077,-33.68827,151.11987
New South Wales,NSW,Beecroft,2119,-33.75342,151.06372
New South Wales,NSW,Berowra,2081,-33.62806,151.15004
New South Wales,NSW,Berowra Creek,2082,-33.54482,151.14075
New South Wales,NSW,Berowra Heights,2082,-33.60156,151.136
New South Wales,NSW,Berowra Waters,2082,-33.60391,151.11928
New South Wales,NSW,Berrilee,2159,-33.60801,151.10494
New South Wales,NSW,Brooklyn (NSW),2083,-33.58103,151.20351
New South Wales,NSW,Canoelands,2157,-33.50139,151.08337
New South Wales,NSW,Castle Hill (NSW),2154,-33.72933,150.99777
New South Wales,NSW,Cheltenham (NSW),2119,-33.75721,151.0782
New South Wales,NSW,Cherrybrook,2126,-33.72178,151.04593
New South Wales,NSW,Cowan,2081,-33.56981,151.16495
New South Wales,NSW,Dangar Island,2083,-33.53953,151.23943
New South Wales,NSW,Dural (Hornsby - NSW),2158,-33.68508,151.04147
New South Wales,NSW,Dural (Hornsby - NSW),2330,-32.58731,150.86086
New South Wales,NSW,Fiddletown,2159,-33.5607,151.09002
New South Wales,NSW,Forest Glen (NSW),2157,-33.54516,151.02823
New South Wales,NSW,Galston,2159,-33.64833,151.07023
New South Wales,NSW,Glenhaven,2156,-33.70276,150.99604
New South Wales,NSW,Glenorie,2157,-33.57079,150.98602
New South Wales,NSW,Hornsby,2077,-33.69724,151.10055
New South Wales,NSW,Hornsby Heights,2077,-33.6556,151.10003
New South Wales,NSW,Laughtondale,2775,-33.437,151.03395
New South Wales,NSW,Maroota,2756,-33.45976,150.97347
New South Wales,NSW,Middle Dural,2158,-33.63844,151.01006
New South Wales,NSW,Milsons Passage,2083,-33.51452,151.17853
New South Wales,NSW,Mount Colah,2079,-33.66638,151.12988
New South Wales,NSW,Mount Kuring-Gai,2080,-33.64323,151.13915
New South Wales,NSW,Normanhurst,2076,-33.72338,151.09579
New South Wales,NSW,North Epping,2121,-33.75872,151.09416
New South Wales,NSW,Pennant Hills,2120,-33.73636,151.07741
New South Wales,NSW,Singletons Mill,2775,-33.46666,151.06666
New South Wales,NSW,Thornleigh,2120,-33.72225,151.08107
New South Wales,NSW,Wahroonga,2076,-33.72353,151.11725
New South Wales,NSW,Waitara,2077,-33.70949,151.1061
New South Wales,NSW,West Pennant Hills,2125,-33.74763,151.03335
New South Wales,NSW,Westleigh,2120,-33.70912,151.07001
New South Wales,NSW,Wisemans Ferry,2775,-33.39544,150.98047
New South Wales,NSW,Gladesville,2111,-33.82789,151.12645
New South Wales,NSW,Henley,2111,-33.84211,151.13803
New South Wales,NSW,Hunters Hill,2110,-33.83054,151.14729
New South Wales,NSW,Huntleys Cove,2111,-33.8375,151.13912
New South Wales,NSW,Huntleys Point,2111,-33.83977,151.14423
New South Wales,NSW,Woolwich,2110,-33.84248,151.17297
New South Wales,NSW,Annandale (NSW),2038,-33.87982,151.16973
New South Wales,NSW,Ashbury,2193,-33.90113,151.11777
New South Wales,NSW,Ashfield (NSW),2131,-33.88947,151.12753
New South Wales,NSW,Balmain,2041,-33.85833,151.18067
New South Wales,NSW,Balmain East,2041,-33.85546,151.19357
New South Wales,NSW,Birchgrove,2041,-33.85093,151.18309
New South Wales,NSW,Camperdown (NSW),2050,-33.88889,151.18298
New South Wales,NSW,Croydon (NSW),2132,-33.88062,151.1169
New South Wales,NSW,Croydon Park (NSW),2133,-33.89732,151.10289
New South Wales,NSW,Dulwich Hill,2203,-33.9047,151.13884
New South Wales,NSW,Enmore (Inner West - NSW),2350,-30.72933,151.84406
New South Wales,NSW,Enmore (Inner West - NSW),2042,-33.90021,151.16983
New South Wales,NSW,Haberfield,2045,-33.87968,151.1391
New South Wales,NSW,Hurlstone Park,2193,-33.91005,151.12854
New South Wales,NSW,Leichhardt (NSW),2040,-33.88143,151.15595
New South Wales,NSW,Lewisham (NSW),2049,-33.8953,151.14668
New South Wales,NSW,Lilyfield,2040,-33.87113,151.16107
New South Wales,NSW,Marrickville,2204,-33.91228,151.15592
New South Wales,NSW,Newtown (NSW),2042,-33.89994,151.18038
New South Wales,NSW,Petersham,2049,-33.89452,151.1556
New South Wales,NSW,Rozelle,2039,-33.86465,151.17428
New South Wales,NSW,St Peters (NSW),2044,-33.91594,151.17672
New South Wales,NSW,Stanmore (NSW),2048,-33.8937,151.16537
New South Wales,NSW,Summer Hill (Inner West - NSW),2130,-33.89348,151.1372
New South Wales,NSW,Summer Hill (Inner West - NSW),2421,-32.48778,151.49407
New South Wales,NSW,Sydenham (NSW),2044,-33.91673,151.16817
New South Wales,NSW,Tempe,2044,-33.92488,151.16476
New South Wales,NSW,Ashford (NSW),2361,-29.29127,151.16679
New South Wales,NSW,Atholwood,2361,-29.05912,151.0488
New South Wales,NSW,Auburn Vale,2360,-29.82334,151.02859
New South Wales,NSW,Bonshaw (NSW),2361,-29.04782,151.23104
New South Wales,NSW,Brodies Plains,2360,-29.81408,151.19574
New South Wales,NSW,Bukkulla,2360,-29.51561,151.106
New South Wales,NSW,Camp Creek (NSW),4385,-28.80403,150.88036
New South Wales,NSW,Cherry Tree Hill,2360,-29.55771,151.00626
New South Wales,NSW,Coolatai,2402,-29.20431,150.73855
New South Wales,NSW,Copeton,2360,-29.90594,150.92619
New South Wales,NSW,Delungra,2403,-29.6349,150.77077
New South Wales,NSW,Elsmore,2360,-29.82885,151.2876
New South Wales,NSW,Gilgai,2360,-29.88233,151.11663
New South Wales,NSW,Graman,2360,-29.44199,150.88804
New South Wales,NSW,Gum Flat,2360,-29.79434,150.92955
New South Wales,NSW,Inverell,2360,-29.7651,151.11271
New South Wales,NSW,Kings Plains (Inverell - NSW),2799,-33.48984,149.32401
New South Wales,NSW,Kings Plains (Inverell - NSW),2360,-29.5992,151.41494
New South Wales,NSW,Kingsland,2370,-29.70732,151.46217
New South Wales,NSW,Limestone (NSW),2361,-29.21367,151.05124
New South Wales,NSW,Little Plain,2360,-29.73295,150.92703
New South Wales,NSW,Long Plain (Inverell - NSW),2360,-29.77053,151.23432
New South Wales,NSW,Long Plain (Inverell - NSW),2629,-35.65374,148.57972
New South Wales,NSW,Maybole,2365,-29.90457,151.56739
New South Wales,NSW,Mount Russell,2360,-29.66232,150.93702
New South Wales,NSW,Myall Creek,2403,-29.77946,150.73943
New South Wales,NSW,Newstead (NSW),2360,-29.82562,151.38376
New South Wales,NSW,Nullamanna,2360,-29.62696,151.24137
New South Wales,NSW,Oakwood (NSW),2360,-29.64079,151.05838
New South Wales,NSW,Old Mill,2369,-29.89832,151.19938
New South Wales,NSW,Paradise (NSW),2360,-29.88722,151.4668
New South Wales,NSW,Pindaroi,2361,-29.46961,151.27755
New South Wales,NSW,Rob Roy,2360,-29.71525,151.00487
New South Wales,NSW,Rocky Creek (Inverell - NSW),2390,-30.0506,150.19784
New South Wales,NSW,Rocky Creek (Inverell - NSW),2371,-29.27137,151.34054
New South Wales,NSW,Sapphire,2360,-29.67061,151.32688
New South Wales,NSW,Spring Mountain (NSW),2360,-29.84056,151.49504
New South Wales,NSW,Stannifer,2369,-29.8756,151.24777
New South Wales,NSW,Swan Vale,2370,-29.77251,151.45553
New South Wales,NSW,Swanbrook,2360,-29.7139,151.23567
New South Wales,NSW,Texas (NSW),4385,-28.88836,151.07968
New South Wales,NSW,Tingha,2369,-29.97429,151.24976
New South Wales,NSW,Twin Rivers,2410,-28.72426,150.64723
New South Wales,NSW,Wallangra,2360,-29.26305,150.91741
New South Wales,NSW,Wandera,2360,-29.66981,151.14698
New South Wales,NSW,Wandsworth,2365,-30.00179,151.46391
New South Wales,NSW,Wellingrove,2370,-29.57228,151.49017
New South Wales,NSW,Woodstock (Inverell - NSW),2793,-33.77408,148.87182
New South Wales,NSW,Woodstock (Inverell - NSW),2360,-29.73915,151.35577
New South Wales,NSW,Woodstock (Inverell - NSW),2538,-35.35239,150.40655
New South Wales,NSW,Yellow Dam,2371,-29.38822,151.39492
New South Wales,NSW,Yetman,2410,-28.97862,150.79182
New South Wales,NSW,Bethungra,2590,-34.76583,147.82635
New South Wales,NSW,Dirnaseer,2666,-34.59719,147.74055
New South Wales,NSW,Erin Vale,2663,-34.68578,147.54336
New South Wales,NSW,Eurongilly,2663,-34.93064,147.80669
New South Wales,NSW,Harefield,2650,-34.97001,147.53661
New South Wales,NSW,Illabo,2590,-34.82845,147.74704
New South Wales,NSW,Junee,2663,-34.8638,147.57961
New South Wales,NSW,Junee Reefs,2666,-34.70984,147.66412
New South Wales,NSW,Marinna,2663,-34.80737,147.62146
New South Wales,NSW,Old Junee,2652,-34.816,147.49089
New South Wales,NSW,Wantabadgery,2650,-34.99455,147.72906
New South Wales,NSW,Wantiool,2663,-34.88296,147.67557
New South Wales,NSW,Yathella,2650,-34.91927,147.42031
New South Wales,NSW,Aldavilla,2440,-31.07286,152.76022
New South Wales,NSW,Arakoon,2431,-30.91826,153.06912
New South Wales,NSW,Austral Eden,2440,-31.02206,152.91202
New South Wales,NSW,Barraganyatti,2441,-30.87335,152.91866
New South Wales,NSW,Bellbrook,2440,-30.73694,152.48371
New South Wales,NSW,Bellimbopinni,2440,-31.00705,152.90187
New South Wales,NSW,Belmore River,2440,-31.08606,152.97372
New South Wales,NSW,Burnt Bridge,2440,-31.10789,152.80272
New South Wales,NSW,Clybucca,2440,-30.92698,152.94126
New South Wales,NSW,Collombatti,2440,-30.95538,152.80973
New South Wales,NSW,Comara,2440,-30.73922,152.38822
New South Wales,NSW,Corangula,2440,-31.00033,152.68228
New South Wales,NSW,Crescent Head,2440,-31.21404,152.92821
New South Wales,NSW,Deep Creek (Kempsey - NSW),2460,-29.15318,152.64413
New South Wales,NSW,Deep Creek (Kempsey - NSW),2440,-30.96831,152.70964
New South Wales,NSW,Deep Creek (Kempsey - NSW),2469,-28.96734,152.68641
New South Wales,NSW,Dondingalong,2440,-31.15151,152.74915
New South Wales,NSW,East Kempsey,2440,-31.08128,152.85162
New South Wales,NSW,Euroka,2440,-31.07817,152.8014
New South Wales,NSW,Fishermans Reach,2441,-30.8701,153.00181
New South Wales,NSW,Frederickton,2440,-31.02539,152.86167
New South Wales,NSW,Gladstone (NSW),2440,-31.01891,152.96187
New South Wales,NSW,Grassy Head,2441,-30.78124,152.98583
New South Wales,NSW,Greenhill (NSW),2440,-31.04621,152.80406
New South Wales,NSW,Hampden Hall,2440,-31.07156,152.86033
New South Wales,NSW,Hat Head,2440,-31.05351,153.03198
New South Wales,NSW,Hickeys Creek,2440,-30.87338,152.60235
New South Wales,NSW,Jerseyville,2431,-30.92025,153.02359
New South Wales,NSW,Kempsey,2440,-31.06195,152.8516
New South Wales,NSW,Kinchela,2440,-31.00531,153.00374
New South Wales,NSW,Kundabung,2441,-31.21284,152.81202
